السنة الدراسية,المرحلة الدراسية,المستوى الدراسي,نوع المؤسسة التعليمية,المنطقة الإدارية,نوع الجهة,الجهة التعليمية,المجال الواسع,المجال الضيق,المجال التفصيلي,نظام الدراسة,الجنس,الجنسية,العدد
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,انتظام,ذكر,سعودي,32
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,الكيمياء الحيوية,انتظام,ذكر,سعودي,16
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,أنثى,سعودي,122
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,ذكر,سعودي,36
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,ذكر,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الفيزياء,انتظام,أنثى,سعودي,92
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الفيزياء,انتظام,أنثى,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الفيزياء,انتظام,ذكر,سعودي,10
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الفيزياء,انتظام,ذكر,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,أنثى,سعودي,141
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,أنثى,غير سعودي,5
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,ذكر,سعودي,18
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,ذكر,غير سعودي,2
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,علوم الأرض,انتساب,ذكر,سعودي,3
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,علوم الأرض,انتظام,أنثى,سعودي,25
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,علوم الأرض,انتظام,ذكر,سعودي,30
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,التاريخ وعلم الآثار,انتساب,ذكر,سعودي,3
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,التاريخ وعلم الآثار,انتظام,أنثى,سعودي,16
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,التاريخ وعلم الآثار,انتظام,ذكر,سعودي,2
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتساب,أنثى,سعودي,7
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتساب,ذكر,سعودي,9
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,أنثى,سعودي,13
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,ذكر,سعودي,9
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتساب,أنثى,سعودي,57
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتساب,أنثى,غير سعودي,4
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتساب,ذكر,سعودي,83
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتساب,ذكر,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,أنثى,سعودي,239
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,أنثى,غير سعودي,9
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,ذكر,سعودي,59
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتساب,ذكر,سعودي,2
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,أنثى,سعودي,300
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,أنثى,غير سعودي,3
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,ذكر,سعودي,43
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,ذكر,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,التصنيع والمعالجة,الصناعات الغذائية,انتظام,أنثى,سعودي,330
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,التصنيع والمعالجة,الصناعات الغذائية,انتظام,أنثى,غير سعودي,8
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,التصنيع والمعالجة,الصناعات الغذائية,انتظام,ذكر,سعودي,46
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة المعمارية والبناء,البناء والهندسة المدنية,انتظام,ذكر,سعودي,22
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة المعمارية والبناء,البناء والهندسة المدنية,انتظام,ذكر,غير سعودي,3
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الإلكترونيات والأتمتة,انتظام,أنثى,سعودي,11
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الإلكترونيات والأتمتة,انتظام,ذكر,سعودي,13
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الإلكترونيات والأتمتة,انتظام,ذكر,غير سعودي,2
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الكهرباء والطاقة,انتظام,ذكر,سعودي,38
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الكهرباء والطاقة,انتظام,ذكر,غير سعودي,7
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الميكانيك والحرف المعدنية,انتظام,ذكر,سعودي,96
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الميكانيك والحرف المعدنية,انتظام,ذكر,غير سعودي,6
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الهندسة والمعالجات الكيميائية,انتظام,ذكر,سعودي,32
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الهندسة والمعالجات الكيميائية,انتظام,ذكر,غير سعودي,2
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,برامج أخرى في الهندسة والحرف الهندسية غير مصنفة في مكان آخر,انتظام,أنثى,سعودي,116
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,برامج أخرى في الهندسة والحرف الهندسية غير مصنفة في مكان آخر,انتظام,أنثى,غير سعودي,8
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,أنثى,سعودي,72
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,أنثى,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,ذكر,سعودي,40
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة الملك فيصل,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,ذكر,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,انتظام,أنثى,سعودي,28
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,انتظام,أنثى,غير سعودي,3
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,انتظام,ذكر,سعودي,45
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,التسويق والإعلان,انتظام,ذكر,غير سعودي,2
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,أنثى,سعودي,342
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,أنثى,غير سعودي,9
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,ذكر,سعودي,150
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,التسيير والإدارة,انتظام,ذكر,غير سعودي,9
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,المالية والمصارف والتأمين,انتظام,أنثى,سعودي,89
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,المالية والمصارف والتأمين,انتظام,أنثى,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,المالية والمصارف والتأمين,انتظام,ذكر,سعودي,45
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,المالية والمصارف والتأمين,انتظام,ذكر,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,أنثى,سعودي,204
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,أنثى,غير سعودي,2
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,ذكر,سعودي,82
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,الأعمال والإدارة,المحاسبة والضرائب,انتظام,ذكر,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,القانون,القانون,انتظام,أنثى,سعودي,125
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,القانون,القانون,انتظام,أنثى,غير سعودي,2
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الأعمال والإدارة والقانون,القانون,القانون,انتظام,ذكر,سعودي,63
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,التعليم,التعليم,تدريب معلمي ما قبل المدرسة,انتظام,أنثى,سعودي,3
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,التعليم,التعليم,تدريب معلمي ما قبل المدرسة,انتظام,أنثى,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الصحة والرفاه,الرفاه,الخدمات الاجتماعية والإرشاد,انتظام,أنثى,سعودي,350
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الصحة والرفاه,الرفاه,الخدمات الاجتماعية والإرشاد,انتظام,أنثى,غير سعودي,9
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الصحة والرفاه,الرفاه,الخدمات الاجتماعية والإرشاد,انتظام,ذكر,سعودي,119
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الصحة والرفاه,الرفاه,الخدمات الاجتماعية والإرشاد,انتظام,ذكر,غير سعودي,3
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,انتظام,أنثى,سعودي,92
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,انتظام,أنثى,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,انتظام,ذكر,سعودي,14
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,الرياضيات والإحصاء,الرياضيات,انتظام,ذكر,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,أنثى,سعودي,347
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,أنثى,غير سعودي,13
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,ذكر,سعودي,25
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,العلوم البيولوجية والعلوم المتصلة بها,علم الأحياء (البيولوجيا),انتظام,ذكر,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الفيزياء,انتظام,أنثى,سعودي,154
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الفيزياء,انتظام,أنثى,غير سعودي,7
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,أنثى,سعودي,434
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,أنثى,غير سعودي,41
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,العلوم الطبيعية والرياضيات والإحصاء,العلوم الفيزيائية,الكيمياء,انتظام,ذكر,سعودي,20
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,أنثى,سعودي,266
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,أنثى,غير سعودي,12
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,ذكر,سعودي,68
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الفنون والعلوم الإنسانية,الدراسات الإنسانية باستثناء اللغات,الدين وعلوم الأديان,انتظام,ذكر,غير سعودي,6
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,أنثى,سعودي,124
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,أنثى,غير سعودي,5
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,ذكر,سعودي,79
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الفنون والعلوم الإنسانية,اللغات,اكتساب اللغات,انتظام,ذكر,غير سعودي,2
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,أنثى,سعودي,120
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,أنثى,غير سعودي,5
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الفنون والعلوم الإنسانية,اللغات,الأدب وعلوم اللغات,انتظام,ذكر,سعودي,18
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الهندسة والتصنيع والبناء,الهندسة المعمارية والبناء,البناء والهندسة المدنية,انتظام,ذكر,سعودي,14
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الإلكترونيات والأتمتة,انتظام,أنثى,سعودي,99
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الإلكترونيات والأتمتة,انتظام,أنثى,غير سعودي,7
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الإلكترونيات والأتمتة,انتظام,ذكر,سعودي,15
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الإلكترونيات والأتمتة,انتظام,ذكر,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الكهرباء والطاقة,انتظام,ذكر,سعودي,32
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الكهرباء والطاقة,انتظام,ذكر,غير سعودي,1
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الميكانيك والحرف المعدنية,انتظام,ذكر,سعودي,68
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الميكانيك والحرف المعدنية,انتظام,ذكر,غير سعودي,14
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,الهندسة والتصنيع والبناء,الهندسة والحرف الهندسية,الهندسة والمعالجات الكيميائية,انتظام,ذكر,سعودي,4
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,أنثى,سعودي,18
2023,بكالوريوس,بكالوريوس,الجامعات الحكومية,المنطقة الشرقية,جامعة,جامعة حفر الباطن,تقنية الاتصالات والمعلومات,تقنية الاتصالات والمعلومات,تطوير وتحليل البرمجيات والتطبيقات,انتظام,أنثى,غير سعودي,1
